ETC_20150317_000001	ケッピー
ETC_20150717_013293	復活機能を使用すると死んだキャラクターを蘇らせることができます。
ETC_20150717_013294	HPが0になるとキャラクターは死んでしまい、
ETC_20150717_013295	 状態になります。{nl} {nl}
ETC_20150717_013296	 状態になると、復活方法を選択できます。{nl} {nl}-近くの復活地点から再開: 該当地域の開始地点で復活します。ダンジョンではダンジョン入口で復活します。{nl} {nl}-その場で再開: キャラクターが死んだ場所で復活します。メダルを1枚消費します。{nl}
ETC_20150717_013297	ダンジョンで死ぬと、インベントリにあるジェムを地面に落とします。
ETC_20150717_013298	キャラクターの行動を業績に記録し、業績を達成すると報酬を受け取れます。
ETC_20150717_013299	{img F1 40 40}キーでキャラクター情報ウィンドウを開き、業績タブでキャラクターの業績を確認できます。
ETC_20150717_013300	キャラクターが業績を達成すると、業績の報酬を受け取れます。
ETC_20150717_013301	PT設定
ETC_20150717_013302	{img F6 40 40}キーでPT情報ウィンドウを確認できます。
ETC_20150717_013303	下段のPT作成を押すと、PTを作成できます。PTは他のPTに属していない場合のみ作成可能です。
ETC_20150717_013304	構成で自分のプレイスタイルと好みのPT構成を設定できます。
ETC_20150717_013305	PTメンバー検索機能では、この設定内容でPTメンバーをマッチングします。
ETC_20150717_013306	PTイベントでは、PTメンバーと一緒に楽しめるコンテンツを確認できます。
ETC_20150717_013307	設定ではPT名と説明、アイテム・経験値の分配ルールなどを設定できます。
ETC_20150717_013308	右側には公開PTリストが表示されます。
ETC_20150717_013309	公開PTに登録されたPTの中から自分が加入したいPTを選んで参加できます。
ETC_20150717_013310	モンスター情報ウィンドウでは、モンスターのレベルや名前、体力の状況などを確認できます。
ETC_20150717_013311	 属性で
ETC_20150717_013312	 属性のモンスターを攻撃すると、{nl} 効果的です。
ETC_20150717_013313	 タイプの攻撃は
ETC_20150717_013314	 タイプのモンスターを攻撃すると効果的です。
ETC_20150717_013315	消耗したHP/SP/スタミナは回復機能で回復できます。
ETC_20150717_013316	[休息モード]: {img Insert 40 40}キーで休息モードになります。
ETC_20150717_013317	休息モードでは移動が制限されますが、回復速度がアップし新しい行動ができるようになります。
ETC_20150717_013318	[焚き火]: 焚き火は休息時に設置可能で、休息中の回復速度がアップします。
ETC_20150717_013319	焚き火は{img key1 40 40}～{img key9 40 40}キーでキャラクター周辺{nl}の位置を選択して設置できます。{nl} {nl}焚き火を設置する時は、雑貨商人が販売している薪が必要です。
ETC_20150717_013320	[自然回復]: 
ETC_20150717_013321	 ステータスを基準に
ETC_20150717_013322	体力回復速度
ETC_20150717_013323	に比例して回復します。
ETC_20150717_013324	自然回復は他の回復方法に比べて回復速度がかなり遅いですが、特に操作したり条件を{nl}満たす必要はありません。
ETC_20150717_013325	[ポーション回復]: 使用したポーションによってHP/SP/スタミナがすぐに回復します。
ETC_20150717_013326	[ルーツクリスタル破壊]: ルーツクリスタルを破壊すると、破壊したルーツクリスタルの近くにいるキャラクターのスタミナが回復します。
ETC_20150717_013327	PvPは、チームバトルリーグという団体戦です。
ETC_20150717_013328	5人PTの状態で一定時間ごとに申請できます。
ETC_20150717_013329	PTリーダーが申請を押すと、相手を検索して進行ゾーンに移動します。
ETC_20150717_013330	チームバトルリーグは5戦中3戦先取制で行われます。
ETC_20150717_013331	製造書を手に入れるとインベントリでそのアイテムと製造に必要な材料を確認できます。
ETC_20150717_013332	製造書はモンスタードロップ、商人から購入、またはクエスト報酬など様々なルートから入手できます。
ETC_20150717_013333	アイテム製造は{img Insert 40 40}キーで休息モードに切り替えた後、開始できます。
ETC_20150717_013334	製造するアイテムの材料が揃っていないとアイテムを製造できません。
ETC_20150717_013335	アイテム製造に必要な材料が揃っている状態で
ETC_20150717_013336	ボタンを押すとアイテムを製造できます。
ETC_20150717_013337	製造アイテムは使用者が任意でアイテム名やメモを作成できます。
ETC_20150717_013338	商店利用
ETC_20150717_013339	旅をしていると、街やフィールドで{nl}商人NPCに出会えます。
ETC_20150717_013340	アイテム取引ウィンドウで商人NPCとアイテムを取引できます。{nl} {nl}[購入]: 買いたいアイテムを {img mouseclick_right 40 40}で購入アイテムに登録し数を指定してから
ETC_20150717_013341	精算
ETC_20150717_013342	 ボタンを押して取引します。{nl}一度に同じアイテムを複数購入する場合は {img shift 40 40}+{img mouseclick_right 40 40}で数を指定します。{nl} {nl}[販売]: インベントリで売りたいアイテムを {img mouseclick_right 40 40}{nl}で販売アイテムに登録して数を指定してから
ETC_20150717_013343	 ボタンを押して取引します。{nl}ダブル {img mouseclick_right 40 40} 時、該当アイテムを全量販売できます。
ETC_20150717_013344	空にする
ETC_20150717_013345	 ボタンを押すと購入アイテム、販売アイテムに登録された全てのアイテムが初期化されます。
ETC_20150717_013346	下段の自分が販売したアイテムから該当アイテムを {img mouseclick_right 40 40}すると、再購入したりリストから削除できます。
ETC_20150717_013347	装備強化には金床と強化段階によって強化費用が必要です。
ETC_20150717_013348	 アイテムは雑貨商人から購入したり、モンスタードロップにより手に入ります。
ETC_20150717_013349	金床を {img mouseclick_right 40 40}で使用した後、強化するアイテムをクリックすると強化ウィンドウが表示されます。
ETC_20150717_013350	を選択すると、キャラクター近くに
ETC_20150717_013351	が現れます。そして
ETC_20150717_013352	を3回打撃すると、強化が完了します。
ETC_20150717_013353	 +5以上の武器アイテムの強化に失敗するとポテンシャルを消費し、強化効果が初期化されます。ポテンシャルが0の場合はアイテムが消滅します。
ETC_20150717_013354	防具、ブレスレット、ネックレスは+3以上から強化失敗ペナルティが付与されます。
ETC_20150717_013355	耐久度が0になった装備はもう使用できません。
ETC_20150717_013356	修理ウィンドウで耐久度がダウンしたアイテムを修理できます。{nl}修理したいアイテムを選択して装備修理をクリックすると、修理費用を支払い選択したアイテムの耐久度が最大値まで回復します。
ETC_20150717_013357	装備ごとに決められた修理費用が請求され、高いランクのアイテムほど高額になります。
ETC_20150717_013358	装備にジェムをはめると、便利な効果を追加することができます。
ETC_20150717_013359	ジェムは主にダンジョンで手に入る宝石で、装備に付けると追加効果が得られます。
ETC_20150717_013360	ジェムはジェム強化でジェムレベルをアップできます。ジェム強化の材料はジェムやジェム研磨材です。
ETC_20150717_013361	持っている装備にソケットがあれば、ジェムを付けて装備に効果を追加できます。
ETC_20150717_013362	装備によってはソケットが無い場合もあります。
ETC_20150717_013363	ソケットが無い装備は鍛冶屋NPCに頼めばソケットを開けることもできます。
ETC_20150717_013364	ソケットを追加するにはソケット追加費用を支払う必要があり、また、該当装備のポテンシャルが1減少します。
ETC_20150717_013365	インベントリのジェムを {img mouseclick_right 40 40}すると、ジェムを付けられるアイテムが表示されます。
ETC_20150717_013366	アイテムを選択すると、アイテムのソケットにジェムを付けられます。
ETC_20150717_013367	付けたジェムはアイテムのToolTipで確認できます。
ETC_20150717_013368	アイテムに付いているジェムは鍛冶屋NPCのところで
ETC_20150717_013369	をすれば、取ることができます。
ETC_20150717_013370	取ったジェムはレベルが1ダウンした状態になります。
ETC_20150717_013371	サブウェポンはキャラクターの右手に装着する補助装備です。
ETC_20150717_013372	サブウェポンは装着時{img C 40 40}キーで使用できます。
ETC_20150717_013373	攻撃用サブウェポンを装着して使用するとサブウェポンで敵を攻撃します。
ETC_20150717_013374	特別な機能を持つサブウェポンは、使用するとその効果を発揮します。
ETC_20150717_013375	ユーザー間取引
ETC_20150717_013376	冒険中に手に入れたアイテムはユーザー間でアイテムを取引できます。
ETC_20150717_013377	[取引] 取引するキャラクターを {img mouseclick_right 40 40} して取引を選択すると取引機能を使用できます。
ETC_20150717_013378	インベントリで取引するアイテムを {img mouseclick_right 40 40} してアイテムを取引リストに登録します。
ETC_20150717_013379	登録したアイテムを互いに確認して受諾、最終確認を押すと取引が成立します。
ETC_20150717_013380	[マーケット] ユーザーが登録したアイテムを取引するシステムです。
ETC_20150717_013381	マーケット管理人のところでマーケット機能を使用できます。
ETC_20150717_013382	販売中のアイテムは他のユーザーが登録したアイテムで、登録アイテムと価格を確認して購入できます。
ETC_20150717_013383	購入したアイテムはアイテム受取箱で確認できます。
ETC_20150717_013384	販売登録では自分が販売したいアイテムを登録できます。
ETC_20150717_013385	インベントリで販売するアイテムを {img mouseclick_right 40 40} して個数と価格を決めて登録します。
ETC_20150717_013386	を活性化させると、活性化された女神像間でワープできます。
ETC_20150717_013387	女神像を活性化させるには、女神像の近くに移動しなければなりません。
ETC_20150717_013388	活性化された女神像を利用すると、他の地域の活性化された女神像のところにすぐ移動できます。
ETC_20150717_013389	ワープスクロールを使用すると女神像が無くてもワープ機能を使用できます。
ETC_20150717_013390	ワープスクロールは雑貨商店で購入したり、クエストの報酬として獲得できます。
ETC_20150717_013391	またはショートカット {img backspace 40 40}(backspace)キーでも{nl}
ETC_20150717_013392	 アイテムは様々なルートで手に入り、{nl}各街に配置されている
ETC_20150717_013393	[魔法協会]
ETC_20150717_013394	 NPCのところでコレクションを活性化できます。
ETC_20150717_013395	登録したデッキは
ETC_20150717_013396	 NPCのところで確認できます。
ETC_20150717_013397	完成させたいコレクションを選択すると、完成に必要なアイテムの情報を確認できます。
ETC_20150717_013398	を活性化させるには、コレクションに必要なアイテムを獲得してそのスロットに装着する必要があります。
ETC_20150717_013399	インベントリにコレクションで必要なアイテムがある場合は、アイテムをドラッグしてコレクションに装着できます。
ETC_20150717_013400	装着したアイテムはマウス {img mouseclick_right 40 40}で外せます。外したアイテムはインベントリに入ります。
ETC_20150717_013401	完成したコレクションからアイテムを外すと、未完成コレクションとなり完成効果が失われます。
ETC_20150717_013402	完成したコレクションのみ、下段のコレクション効果をキャラクターに付与します。
ETC_20150717_013403	補給品箱の回収方法
ETC_20150717_013404	コンパニオン商人は、コンパニオンの他にコンパニオンのエサを販売したり、 訓練を行っています。
ETC_20150717_013405	購入資金があれば、コンパニオンを手に入れることができます。
ETC_20150717_013406	コンパニオンは一度に一匹だけ連れて歩けます。
ETC_20150717_013407	コンパニオンはキャラクターの戦闘を助け、経験値がたまると成長します。{nl} {nl}コンパニオンを同行させると、コンパニオンはスタミナを消費します。スタミナが無くなると、コンパニオンの移動速度が大幅にダウンします。{nl} {nl}スイッチボタンを押して休息状態になると、一緒にいるコンパニオンを解除できます。{nl}また同行させたい場合は、スイッチを押してください。
ETC_20150717_013408	コンパニオンは訓練することで、さらに強く育てることができます。
ETC_20150717_013409	コンパニオン商人に訓練費用を払ってコンパニオンの訓練を頼むと、コンパニオンの能力値をアップさせることができます。
ETC_20150717_013410	コンパニオンの活動で消耗したスタミナは、コンパニオンにエサをあげると回復します。コンパニオンにエサをあげると、HPはすべて回復しスタミナも一定量回復します。
ETC_20150717_013411	コンパニオンのエサは、コンパニオン商人から購入できます。
ETC_20150717_013412	ダンジョンに登場するモンスターは、キャラクターを見つけると襲ってきます。
ETC_20150717_013413	PTメンバーを集めて挑戦してください！
ETC_20150717_013414	を選択すると、ダンジョン入口で復活します。 
ETC_20150717_013415	ダンジョンの奥まで行ったら慎重に戦ってください！
ETC_20150717_013416	ジェムはダンジョンでモンスターを狩ると手に入ります。
ETC_20150717_013417	キャラクターが死ぬとジェムを失くすこともあるので、気を付けてください！
ETC_20150717_013418	女神像に祈りを捧げると、女神像ごとに異なる効果を得られます。
ETC_20150717_013419	を利用すると、地域間のワープ機能を使用できます。
ETC_20150717_013420	に祈りを捧げると、キャラクターのステータスポイントを得られます。
ETC_20150717_013421	コミュニティ
ETC_20150717_013422	ソーシャル機能
ETC_20150717_013423	ソーシャル機能で他のユーザーと相互作用が可能になります。
ETC_20150717_013424	[ヘルパー] 3ランクのクラスから、ログアウトする時にメダルを消費することでキャラクターをヘルパーとして残すことができます。
ETC_20150717_013425	ヘルパーとして残したキャラクターは他のキャラクターがメダルを渡して雇用することができます。
ETC_20150717_013426	雇用されたヘルパーはキャラクターと一緒に行動し、キャラクターの戦闘を助けます。
ETC_20150717_013427	[フレンド] F7キーでフレンドウィンドウを確認できます。互いに同意するとフレンドリストに追加できます。
ETC_20150717_013428	互いに同意したユーザー同士で接続状態と接続地域を確認できます。
ETC_20150717_013429	[いいね] 他のキャラクターにマウス {img mouseclick_right 40 40} をして 
ETC_20150717_013430	を押すと、いいね機能を使用できます。
ETC_20150717_013431	をすると、キャラクターの親密度が{nl}アップしてPTマッチングでマッチングの頻度が{nl}高くなります。
ETC_20150717_013432	手に入れた武器と盾にマジックアミュレットを付けると、便利な効果を追加できます。
ETC_20150717_013433	オーバーキルが発動すると、追加経験値を獲得できます。
ETC_20150717_013434	魔力制御室
ETC_20150717_013435	雑貨商人エミリア
ETC_20150717_013436	街の雑貨商人
ETC_20150717_013437	雑貨商人1
ETC_20150717_013438	シルエットクリスタル
ETC_20150717_013439	フェディミアン雑貨商人
ETC_20150717_013440	グリタフェニックス
ETC_20150717_013441	NPC_ファイアーロード
ETC_20150717_013442	石化都市用空NPC
ETC_20150717_013443	NPC_ケッピー_臨時用
ETC_20150717_013444	石化の霜用ヒドゥントリガー
ETC_20150717_013445	ボス狩りミッション
ETC_20150717_013446	依頼所ミッション
ETC_20150717_013447	フェディミアン傭兵依頼所の受付ラムダと話して依頼所ミッションに参加します。
ETC_20150717_013448	DoTimeAction:部品を探しています:3:SITGROPE:None
ETC_20150717_013449	Property:1/PropertyAdd:1/EffectNPC:Local:F_pc_making_finish_white:1:TOP/Notice:NOTICE_Dm_GetItem:部品を見つけました！:5/NPCDead
ETC_20150717_013450	Notice:NOTICE_Dm_!:何も見つかりませんでした！:5/NPCDead
ETC_20150717_013451	DoTimeAction:採取中:3:SITGROPE:None
ETC_20150717_013452	Property:1/PropertyAdd:1/GiveItem:FLASH_58_SQ_020_ITEM_1:1/EffectNPC:Local:F_pc_making_finish_white:1:TOP/Notice:NOTICE_Dm_Clear:毒草を採取しました！:5
ETC_20150717_013453	NPCDead/Notice:NOTICE_Dm_!:何も採取できませんでした！:5
ETC_20150717_013454	DoTimeAction:石化物の粉を採取中:5:GROPE:None
ETC_20150717_013455	Property:1/PropertyAdd:1/GiveItem:FLASH_58_SQ_050_ITEM_2:1/EffectNPC:Local:F_pc_making_finish_white:1:TOP/NPCDead/Notice:NOTICE_Dm_Clear:石化物の粉を採取しました！:5
ETC_20150717_013456	NPCDead/Notice:NOTICE_Dm_!:石化物の粉の採取に失敗しました！:5
ETC_20150717_013457	Func:SCR_FLASH_58_PETRIFICATION_MON_PRECHCEK/DoTimeAction:モンスターのコアを抜いています:3:SITGROPE:None
ETC_20150717_013458	Property:1/PropertyAdd:1/GiveItem:FLASH_58_SQ_060_ITEM_1:1/EffectNPC:Local:FLASH_58_SQ_060_ITEM_1:1:TOP/NPCDead/Notice:NOTICE_Dm_Clear:コアを獲得しました！:5
ETC_20150717_013459	Notice:NOTICE_Dm_!:何も獲得できませんでした:5
ETC_20150717_013460	ビエンティ城砦の石化した犠牲者を解放
ETC_20150717_013461	水晶鉱山の過去[アルケミスト転職]
ETC_20150717_013462	モンスターをかき分けて廊下を通過する
ETC_20150717_013463	王国軍警備兵の死体を調べて、使える装備を集める
ETC_20150717_013464	フェディミアンの雑貨商人から希釈液をもらう
ETC_20150717_013465	エサ箱でインフロガラスメイジをおびき出し、べたつく樹脂収集
ETC_20150717_013466	安全な場所に無事に逃げる
ETC_20150717_013467	一回目の石化探知機点検
ETC_20150717_013468	二回目の石化探知機点検
ETC_20150717_013469	三回目の石化探知機点検
ETC_20150717_013470	四回目の石化探知機点検
ETC_20150717_013471	モンスターや兵士から部品を手に入れる
ETC_20150717_013472	毒草を採取して来る
ETC_20150717_013473	石化物の粉を採取する
ETC_20150717_013474	石化モンスターからコアを手に入れる
ETC_20150717_013475	コアを端末装置に投げる (1)
ETC_20150717_013476	コアを端末装置に投げる (2)
ETC_20150717_013477	コアを端末装置に投げる (3)
ETC_20150717_013478	モンスターから雷管を手に入れる
ETC_20150717_013479	サクニス平原ヒドゥンイベント条件セッション
ETC_20150717_013480	ギティスの開拓地 ヒドゥンイベント条件セッション
ETC_20150717_013481	古旗の森 ヒドゥンイベント条件セッション
ETC_20150717_013482	ジャカリエル交差路 ヒドゥンイベント条件セッション
ETC_20150717_013483	ビエタ渓谷ヒドゥンイベント条件セッション
ETC_20150717_013484	製造書-シュトリガイラのオーブ
ETC_20150717_013485	製造書-アウスタス
ETC_20150717_013486	製造書-キンジャール
ETC_20150717_013487	製造書-ナクティス
ETC_20150717_013488	製造書-グリーナスロッド
ETC_20150717_013489	製造書-テメレ
ETC_20150717_013490	製造書-ブラックスタッフ
ETC_20150717_013491	製造書-アキュラシークロスボウ
ETC_20150717_013492	製造書-ベテランクロスボウ
ETC_20150717_013493	製造書-ハンドガン
ETC_20150717_013494	ベテラン
ETC_20150717_013495	エキスパート
ETC_20150717_013496	チャレンジャー
ETC_20150717_013497	チャンピオン
ETC_20150717_013498	FAQ : 強化{nl}1) 武器、装備アイテムを金床で強化できます。{nl}2) 金床は街の雑貨商人から購入できます。{nl}3) 強化にはシルバーが必要で、シルバーが足りない場合は強化できません。{nl}4) 強化すると武器は5強、防具は3強まで100%成功し、次の強化から失敗する確率がどんどん高くなります。{nl}    強化に失敗すると、強化数値が初期化されてそのアイテムの持っているポテンシャルが減少します。
ETC_20150717_013499	カードバトル tip
ETC_20150717_013500	チャット入力に
ETC_20150717_013501	 入力すると相手とカードバトルができます。
ETC_20150717_013502	/PT招待
ETC_20150717_013503	/フレンド追加
ETC_20150717_013504	/ブロック
ETC_20150717_013505	名前は空白を含めて{nl}半角16文字、全角8文字{nl}まで使用できます。
ETC_20150717_013506	サーバーとの接続が{nl}切れました。
ETC_20150717_013507	3秒後、ログインモードに移動します。
ETC_20150717_013508	サーバーに接続できません。
ETC_20150717_013509	IDが長すぎます。
ETC_20150717_013510	IDまたはパスワードに誤りがあります。{nl}パスワードは大文字/小文字を{nl}区分します。
ETC_20150717_013511	サーバー終了作業が完了していないか、すでにログインしている状態です。{nl}サーバー終了作業中の場合は最大3分ほどかかる場合があります。
ETC_20150717_013512	認証コードに誤りがあります。
ETC_20150717_013513	すでに使われている名前です。{nl}他の名前を入力してください。
ETC_20150717_013514	キャラクターを作成できません。
ETC_20150717_013515	キャラクターを削除できません。
ETC_20150717_013516	キャラクターが存在しません。
ETC_20150717_013517	認証に失敗したため、サーバーとの{nl} 接続が切れました。
ETC_20150717_013518	パスワードに誤りがあります。
ETC_20150717_013519	キャラクターがいっぱいです。{nl}新しいキャラクターを作成する場合は、既存のキャラクターを削除してください。
ETC_20150717_013520	アカウントパスワードを入力してください。
ETC_20150717_013521	ワールドに接続します。
ETC_20150717_013522	特性を習得しますか？
ETC_20150717_013523	接続中です。
ETC_20150717_013524	{gr gradation2}{s19}{ol}{b}{#ffcc00}右クリック : 販売/購入ボタン{/}{/}{nl}一つのアイテムを複数販売したい場合はShift+右クリックしてください。{nl}ダブル右クリックで全量販売することができます。
ETC_20150717_013525	チャンネルが満員のため、他のチャンネルに入場します。
ETC_20150717_013526	+{Auto_1} 以上の防具、ブレスレット、ネックレスの強化に失敗するとポテンシャルを消費し、ポテンシャルが0の場合はアイテムが消滅します。強化を続けますか？
ETC_20150717_013527	+{Auto_1} 以上の武器アイテムの強化に失敗するとポテンシャルを消費し、ポテンシャルが0の場合はアイテムが消滅します。強化を続けますか？
ETC_20150717_013528	5秒後に自動入場します。
ETC_20150717_013529	ダンジョンから出ると、覚醒に失敗します。本当に出ますか？
ETC_20150717_013530	シルバーを獲得しました。
ETC_20150717_013531	このキャラクターは、このコンパニオンを使用できる職業ではありません。
ETC_20150717_013532	このキャラクターは、このコンパニオンに乗れる特性を持っていません。
ETC_20150717_013533	{ThemeName} ({Count}名)
ETC_20150717_013534	いいね！ +1
ETC_20150717_013535	{Name}さんが{Who}さんにいいね！しました。
ETC_20150717_013536	{@st41b}回収アイテム
ETC_20150717_013537	 使用
ETC_20150717_013538	エサの匂いを嗅ぎつけたインフロガラスメイジが駆け寄ってきます。
ETC_20150717_013539	おびき出されたインフロガラスメイジ
ETC_20150717_013540	ベタベタの樹脂を獲得しました！
ETC_20150717_013541	探知機を調べています…
ETC_20150717_013542	探知機が作動しません！
ETC_20150717_013543	探知機が作動中です。
ETC_20150717_013544	かすかな石化の霜にかかって石化してしまいました！{nl}また挑戦してください！
ETC_20150717_013545	引き寄せられるように移動します！
ETC_20150717_013546	端末装置の異常作動で近寄れません！
ETC_20150717_013547	雷管を持ったモンスターではありません！
ETC_20150717_013548	石化の霜が近づいて来ました！早く逃げてください！
ETC_20150717_013549	灯りが明るくともっています。
ETC_20150717_013550	 分間続きます。
ETC_20150717_013551	古い油袋が足りません。
ETC_20150717_013552	魔気浄化装置がすでに活性化しています。
ETC_20150717_013553	守護の封印が解除され、ガーディアンが召喚されました！
ETC_20150717_013554	保護の封印が解除され、テラニンフが現れました！
ETC_20150717_013555	加護の封印が解除され、邸宅のモンスターが弱くなります！
ETC_20150717_013556	魔力再生石に関する資料を見つけました。
ETC_20150717_013557	バリュスの魔力で初期化中
ETC_20150717_013558	水晶の欠片が足りません。
ETC_20150717_013559	この泉の毒は少なすぎます。
ETC_20150717_013560	少し休みましょう。
ETC_20150717_013561	古い本が置いてありました。
ETC_20150717_013562	爆発物
ETC_20150717_013563	爆発物を除去中
ETC_20150717_013564	不発弾を発見！{nl}爆発物についてよく知るサッパーマスターと話そう
ETC_20150717_013565	不発弾を発見！{nl}不発弾除去の道具箱を使おう
ETC_20150717_013566	不発弾の除去完了！
ETC_20150717_013567	道具箱を使用中
ETC_20150717_013568	爆弾の設置完了
ETC_20150717_013569	アマンダを守れませんでした。
ETC_20150717_013570	アイテムを供物として捧げました。
ETC_20150717_013571	アイテムがインベントリにありません。
ETC_20150717_013572	怪しい水晶から祝福を受けた。
ETC_20150717_013573	ジャイアントグリバーの傘を置く。
ETC_20150717_013574	ビッグシャウレムの筋を置く。
ETC_20150717_013575	シャウレムの仮面を置く。
ETC_20150717_013576	ゾーレムのコアを置く。
ETC_20150717_013577	フックを置く。
ETC_20150717_013578	グレイヴゴーレムのコアを置く。
ETC_20150717_013579	通り過ぎる。
ETC_20150717_013580	ダンデルの翼を置く。
ETC_20150717_013581	ケポの皮を置く。
ETC_20150717_013582	アシュロンの茎を置く。
ETC_20150717_013583	オールドケッピーの皮を置く。
ETC_20150717_013584	ブッシュスパイダーの葉を置く。
ETC_20150717_013585	エルムの鈴を置く。
ETC_20150717_013586	周辺のモンスターが押し寄せてくる！
ETC_20150717_013587	怪しい碑石から祝福を受けた。
ETC_20150717_013588	正体不明の水晶柱
ETC_20150717_013589	怪しい石柱から祝福を受けた。
ETC_20150717_013590	すべての装備
ETC_20150717_013591	このゲームは12歳以上対象です。
ETC_20150717_013592	空きスロットがありません。
ETC_20150717_013593	コンパニオンに乗った状態ではカードバトルできません。
ETC_20150717_013594	ソードマン、クレリック系クラスはマウスモードが適していない場合があります。
ETC_20150717_013595	アイテム分配ルールが {Change}に変更されました。
ETC_20150717_013596	経験値分配ルールが {Change}に変更されました。
ETC_20150717_013597	クエスト共有が {Change}に変更されました。
ETC_20150717_013598	招待メッセージを送りました。
ETC_20150717_013599	登録された即席商店がありません。{nl}雑貨商人のところで即席商店を登録すると、画面右側の
ETC_20150717_013600	焚き火に火をつけました！
ETC_20150717_013601	すでに火がついています！
ETC_20150717_013602	[雑貨商人]{nl}     アンナ
ETC_20150717_013603	[雑貨商人]{nl}   ミリナ
ETC_20150717_013604	魔力制御の魔法陣
ETC_20150717_013605	はぐれた警備兵
ETC_20150717_013606	王国軍警備兵の死体
ETC_20150717_013607	モンスター出現なし
ETC_20150717_013608	城郭内地区
ETC_20150717_013609	石化したモンスター
ETC_20150717_013610	怪しい水晶
ETC_20150717_013611	怪しい彫刻
ETC_20150717_013612	12歳以上対象です。
ETC_20150717_013613	{How}シルバーを獲得しました
ETC_20150717_013614	{@st59}最大SPアップ、SP回復力アップ、ブロック貫通アップ{/}
ETC_20150717_013615	{@st59}魔法攻撃力アップ{/}
ETC_20150729_013616	コリメン
ETC_20150729_013617	地雷
ETC_20150729_013618	罠
ETC_20150729_013619	ウェンディゴサーチャー
ETC_20150729_013620	大地のコリメン
ETC_20150729_013621	ビッグバット
ETC_20150729_013622	ブルーグレイヴゴーレム
ETC_20150729_013623	チームバトルリーグトーナメント
ETC_20150729_013624	チームバトルリーグ
ETC_20150729_013625	こっちです！
ETC_20150729_013626	行きましょう!!
ETC_20150729_013627	聖物の様子がおかしいです！
ETC_20150729_013628	アボミネーションを退治してください！
ETC_20150729_013629	大地の女神ジェミナよ…
ETC_20150729_013630	使節はウェアウルフに襲撃されたようです。{nl}ウェアウルフを退治してください！
ETC_20150729_013631	特製香炉
ETC_20150729_013632	紅炎の宝石が暴走しています。
ETC_20150729_013633	結界効果 : 力
ETC_20150729_013634	活性化した結界の効果で、力がアップしました。
ETC_20150729_013635	結界効果 : 体力
ETC_20150729_013636	活性化した結界の効果で、体力がアップしました。
ETC_20150729_013637	結界効果 : 知能
ETC_20150729_013638	活性化した結界の効果で、知能がアップしました。
ETC_20150729_013639	結界効果 : 敏捷
ETC_20150729_013640	活性化した結界の効果で、敏捷がアップしました。
ETC_20150729_013641	魂を消耗中
ETC_20150729_013642	力が抜けるような感覚と共にスタミナが落ちています。
ETC_20150729_013643	聖地の祝福 - 攻撃力アップ
ETC_20150729_013644	聖地の祝福を受けて、攻撃力がアップします。
ETC_20150729_013645	強力な魔力シールドのせいで攻撃が効きません。
ETC_20150729_013646	正体不明の遺跡に宿った神聖な力
ETC_20150729_013647	遺跡周辺のすべての邪悪な物に聖なる懲罰を下します。
ETC_20150729_013648	正体不明の水晶柱に宿った祝福
ETC_20150729_013649	聖なる祝福を受けて攻撃力と防御力が少しアップしました。
ETC_20150729_013650	正体不明の水晶に宿った神聖な力
ETC_20150729_013651	周辺のすべての邪悪な物に聖なる懲罰を下します。
ETC_20150729_013652	正体不明の石柱に宿った祝福
ETC_20150729_013653	聖なる祝福を受けて防御力と回復力が少しアップしました。
ETC_20150729_013654	正体不明の碑石に宿った浄化の気
ETC_20150729_013655	浄化の気ですべての怪我が癒えはじめました。
ETC_20150729_013656	聖なる祝福で勇気が湧いてきます。
ETC_20150729_013657	聖なる祝福で堅固な気に包まれます。
ETC_20150729_013658	死体
ETC_20150729_013659	死体が倒れました。
ETC_20150729_013660	コンパニオンにつかまっている
ETC_20150729_013661	経験値フィーバー
ETC_20150729_013662	回避率がアップします。
ETC_20150729_013663	爆発
ETC_20150729_013664	死ぬとき爆発します。
ETC_20150729_013665	抵抗
ETC_20150729_013666	武器損傷
ETC_20150729_013667	物理攻撃時、耐久度ダウン
ETC_20150729_013668	矢抵抗
ETC_20150729_013669	矢の攻撃に対し抵抗アップ
ETC_20150729_013670	属性抵抗
ETC_20150729_013671	属性によって魔法抵抗アップ
ETC_20150729_013672	レベルアップ
ETC_20150729_013673	変異型モンスターはスリップ系デバフをかけると寝らず、レベルアップします。
ETC_20150729_013674	早い回復力
ETC_20150729_013675	回復能力アップ
ETC_20150729_013676	で自由に移動できます。
ETC_20150729_013677	でキャラクターを移動できます。{nl}{img arrowkey_up 40 40}{img arrowkey_down 40 40}{img arrowkey_left 40 40}{img arrowkey_right 40 40}
ETC_20150729_013678	ジョイパッドの操作では {img move_all 40 40}キーまたは{img stic_L 40 40}で移動できます。
ETC_20150729_013679	マウスの操作では、地面を {img mouseclick_left 40 40}するとキャラクターがその場所に移動します。
ETC_20150729_013680	マウスの操作では {img W 40 40}{img A 40 40}{img S 40 40}{img D 40 40}キーで{nl}移動できます。
ETC_20150729_013681	ソードマン系クラスは、同じ方向キーを2回連打するとダッシュできます。
ETC_20150729_013682	このヘルプは {img F10 40 40}キーで再度確認できます。
ETC_20150729_013683	ジャンプして低い障害物を飛び越えたり、高いところに上がったりすることができます。
ETC_20150729_013684	{img X 40 40}キーでジャンプできます。
