ITEM_20150317_000001	なし_helmet
ITEM_20150317_003705	墓碑の露
ITEM_20150317_003706	夜明けの墓碑に結んだ露。そのまま飲むのはあまり気が進まないが飲めないわけではない。
ITEM_20150317_003707	灯り*
ITEM_20150317_003708	周囲を照らす灯り。
ITEM_20150317_003709	薬
ITEM_20150317_003710	巡礼者テオフィリスが作った薬。呪いにかからなくなる。
ITEM_20150317_003711	モンスターの角質*
ITEM_20150317_003712	テオフィリスが作る薬の材料になるモンスターの角質。
ITEM_20150317_003713	小さな肖像画*
ITEM_20150317_003714	誰かの顔が描かれた小さな携帯用肖像画。
ITEM_20150317_003715	母のハンカチ*
ITEM_20150317_003716	巡礼の旅に出る息子に贈った母の愛情が込められたハンカチ。
ITEM_20150317_003717	樹液
ITEM_20150317_003718	虚飾の交差路の切られた木から手に入れた樹液。
ITEM_20150317_003719	壺
ITEM_20150317_003720	樹液や水などを入れる時に使う壺。
ITEM_20150317_003721	サキュバスの目
ITEM_20150317_003722	[欲望のネックレス - 体力]が埋め込まれたサキュバスの目。テオフィリスに渡せばネックレスを取り出してくれる。
ITEM_20150317_003723	紋様石(上)
ITEM_20150317_003724	聖なる紋様が描かれた石の上段部。
ITEM_20150317_003725	紋様石(中)
ITEM_20150317_003726	聖なる紋様が描かれた石の中央部。
ITEM_20150317_003727	紋様石(下)
ITEM_20150317_003728	聖なる紋様が描かれた石の下段部。
ITEM_20150317_003729	甘いハニカムの欠片
ITEM_20150317_003730	甘い香り漂うハニカムの欠片
ITEM_20150317_003731	ビチウ祭壇の魔石の欠片
ITEM_20150317_003732	祭壇に置かれていた謎の魔石の欠片
ITEM_20150317_003733	ハニカムの欠片
ITEM_20150317_003734	とても甘いハニカムの欠片
ITEM_20150317_003735	聖なる念が溢れ出る霊魂の結晶体
ITEM_20150317_003736	完全な経典
ITEM_20150317_003737	聖なる御言葉の力が宿っている経典
ITEM_20150317_003738	霊魂の経典
ITEM_20150317_003739	司教の霊魂が宿っている経典。これで司教の霊魂をいつでも召喚できる。
ITEM_20150317_003740	慈悲の聖遺物
ITEM_20150317_003741	しずく形の宝石。メイバーンの鍵を探すために必要なもの。
ITEM_20150317_003742	救いの聖遺物
ITEM_20150317_003743	丸い形の宝石。メイバーンの鍵を探すために必要なもの。
ITEM_20150317_003744	メイバーンの1つ目の鍵
ITEM_20150317_003745	警備兵の遺品
ITEM_20150317_003746	石化した都市のさびた市場で石化霜によって石化された警備兵たちの遺品
ITEM_20150317_003747	農機が入っているリュックサック
ITEM_20150317_003748	農業に必要な農機がたくさん入っているリュックサック
ITEM_20150317_003749	カエデの枝
ITEM_20150317_003750	女神アウステヤの力が宿っているカエデの枝
ITEM_20150317_003751	焼かれた魔族の灰
ITEM_20150317_003752	女神アウステヤの力によって焼かれてしまった魔族の灰
ITEM_20150317_003753	残骸の玉
ITEM_20150317_003754	魔族の結界を破壊できる玉
ITEM_20150317_003755	ナラの幹
ITEM_20150317_003756	かかしを制作するための材料
ITEM_20150317_003757	耕作地のかかし用木材
ITEM_20150317_003758	畑に設置してかかしに使う木材
ITEM_20150317_003759	盗まれた穀物袋
ITEM_20150317_003760	モンスターが死んだ時に吐き出した半分くらい消化された状態の小麦粉の生地。
ITEM_20150317_003761	棘の森で発見された3つ目の啓示
ITEM_20150317_003762	王陵で発見された4つ目の啓示
ITEM_20150317_003763	まだ読めない。サウレに啓示の解析を頼もう。
ITEM_20150317_003764	石化物拓本の道具
ITEM_20150317_003765	ルクリス通りの石化した本の拓本を作るための道具
ITEM_20150317_003766	タイムルーペ
ITEM_20150317_003767	過去のルクリス通りで起きた惨事を調べるための道具
ITEM_20150317_003768	護符(仮)*
ITEM_20150317_003769	名もなき巡礼者がルーツクリスタルの力をしばらく封印するために貼っておいた護符。
ITEM_20150317_003770	粉々になったアウステヤの象徴
ITEM_20150317_003771	アウステヤ祭壇と何かしら関係のある欠片
ITEM_20150317_003772	アウステヤの象徴
ITEM_20150317_003773	女神アウステヤ女神の力が宿っている象徴物、魔族の力を遮断する効果がある。
ITEM_20150317_003774	商人の荷物
ITEM_20150317_003775	春光の森の商人が失くした荷物
ITEM_20150317_003776	ハチミツゼリー
ITEM_20150317_003777	隠れている春光草を見つけることができるハチミツ風味のゼリー
ITEM_20150317_003778	春光草
ITEM_20150317_003779	ハチミツの香りがすると地面から出てくる不思議な草
ITEM_20150317_003780	メイバーンの2つ目の鍵
ITEM_20150317_003781	メイバーンの3つ目の鍵
ITEM_20150317_003782	メイバーンの4つ目の鍵
ITEM_20150317_003783	メイバーンの5つ目の鍵
ITEM_20150317_003784	壊れた鍵の欠片
ITEM_20150317_003785	司祭の研究資料
ITEM_20150317_003786	ナクティスの呪いに関する研究資料が書かれた文書
ITEM_20150317_003787	研究成果
ITEM_20150317_003788	司祭が失くしたもの
ITEM_20150317_003789	薬材
ITEM_20150317_003790	実験用薬
ITEM_20150317_003791	薬を塗った肉
ITEM_20150317_003792	肉
ITEM_20150317_003793	レシピ
ITEM_20150317_003794	モンスターに変身できる方法が書かれたレシピ
ITEM_20150317_003795	ナクティスの手下の服の切れ端
ITEM_20150317_003796	ナクティスの手下に変身する薬を作るために必要な材料
ITEM_20150317_003797	モンスターに変身できる薬
ITEM_20150317_003798	古びた鍵
ITEM_20150317_003799	ナクティスの手下から取り戻した古びた鍵
ITEM_20150317_003800	供物に使うモンスターの肉
ITEM_20150317_003801	聖地に捧げるモンスターの肉。脂肪の少ない赤身肉のため、臭みがない。
ITEM_20150317_003802	クレリックマスターの信仰の証
ITEM_20150317_003803	聖地の徽章を破って飲み込んだモンスターを見つけ出すことができる。クレリックマスターの信仰の証。
ITEM_20150317_003804	丈夫な皮
ITEM_20150317_003805	モンスターの丈夫な皮。水漏れしない。
ITEM_20150317_003806	丈夫な皮の袋
ITEM_20150317_003807	モンスターの丈夫な皮で作られた袋。
ITEM_20150317_003808	水がいっぱい入った皮の袋
ITEM_20150317_003809	モンスターの丈夫な皮の袋に水をいっぱい入れたもの。
ITEM_20150317_003810	古くて錆びた鍵
ITEM_20150317_003811	大聖堂で発見された6つ目の啓示
ITEM_20150317_003812	ナクティスに関する文書
ITEM_20150317_003813	ナクティスと魔族に関する話が書かれた文書
ITEM_20150317_003814	司祭の死体
ITEM_20150317_003815	司教の死体
ITEM_20150317_003816	爽やかなアメ玉
ITEM_20150317_003817	カリス騎士団が石化した都市の労働者たちのために特別に作った爽やかな味のアメ
ITEM_20150317_003818	警備兵の遺品
ITEM_20150317_003819	石化の霜で命を落とした兵士たちが最後に渡してくれた遺品
ITEM_20150317_003820	霊薬の材料
ITEM_20150317_003821	ボコルエディタに頼まれた思念体を呼び出すための霊薬の材料
ITEM_20150317_003822	解放の霊薬
ITEM_20150317_003823	石化した人々に使うと思念体を呼び出せる霊薬
ITEM_20150317_003824	石化融解剤
ITEM_20150317_003825	石化が進むモンスターに使うと、石化を融解できる。
ITEM_20150317_003826	石化の標本
ITEM_20150317_003827	石化が進むモンスターを退治して手に入れた石化の標本
ITEM_20150317_003828	ルクリス時代の記録
ITEM_20150317_003829	わりと状態の良いルクリス時代の記録
ITEM_20150317_003830	真空の護符
ITEM_20150317_003831	音漏れを防ぐ魔法が宿った強力な護符。ガーゴイルに使おう。
ITEM_20150317_003832	火の気が宿った宝石
ITEM_20150317_003833	不安定な火の気が宿った宝石
ITEM_20150317_003834	鉱山羅針盤
ITEM_20150317_003835	浄化装置を復旧させるためにやるべきことを教えてくれる神秘的な羅針盤。
ITEM_20150317_003836	浄化装置の冷却部品
ITEM_20150317_003837	1階入口の浄化装置の部品
ITEM_20150317_003838	浄化装置の稼働部品
ITEM_20150317_003839	浄化装置の配管部品
ITEM_20150317_003840	1階中央の浄化装置の部品
ITEM_20150317_003841	通路の浄化装置の部品
ITEM_20150317_003842	1階通路の浄化装置の部品
ITEM_20150317_003843	選択肢アイテム
ITEM_20150317_003844	選択肢を示すアイテム
ITEM_20150317_003845	鉱山の潤滑油
ITEM_20150317_003846	鉱山で使う機械装置に使われる潤滑油
ITEM_20150317_003847	壊れた浄化管
ITEM_20150317_003848	モンスターが壊した2階のメイン浄化装置の部品
ITEM_20150317_003849	メイン浄化装置の部品
ITEM_20150317_003850	ストーンホエールが壊した2階のメイン浄化装置の部品
ITEM_20150317_003851	ガウデージ祭壇の魔石の欠片
ITEM_20150317_003852	力作の蜂蜜酒
ITEM_20150317_003853	醸造業者が魂を込めて作った蜂蜜酒
ITEM_20150317_003854	吸収の魔法書
ITEM_20150317_003855	微弱な石化の霜を吸収できる魔法書です。
ITEM_20150317_003856	石化した花
ITEM_20150317_003857	石化した都市の慟哭の広場で石化の霜に触れて石になってしまった花。外部では高値で取引されている。
ITEM_20150317_003858	下級アイスウォール発動書
ITEM_20150317_003859	アイスウォールが生成されます。
ITEM_20150317_003860	光を放つ石
ITEM_20150317_003861	この中にシルクの印があるかもしれない！
ITEM_20150317_003862	盗まれた物資
ITEM_20150317_003863	ディーコ盗掘団が王国軍の警備兵たちから盗んだ軍用物資
ITEM_20150317_003864	石化物の拓本
ITEM_20150317_003865	ルクリス通りの石化した本の拓本
ITEM_20150317_003866	騎士団補給品
ITEM_20150317_003867	副官ハンスがモンスターの体臭をつけてほしいと送ってきた補給品
ITEM_20150317_003868	臭い補給品
ITEM_20150317_003869	モンスターの体臭がする補給品。臭すぎて鼻が取れそうだ。
ITEM_20150317_003870	石灰
ITEM_20150317_003871	見張り台補修用石灰
ITEM_20150317_003872	高密度時限爆弾
ITEM_20150317_003873	大混乱を起こせる強力な爆弾
ITEM_20150317_003874	練った粘液
ITEM_20150317_003875	重いものをどこにでも貼り付けることができるネバネバの液体
ITEM_20150317_003876	投げるとすぐ爆発する危険な爆弾
ITEM_20150317_003877	石ころ火薬
ITEM_20150317_003878	すごい火力の爆弾。爆発音が大きい。
ITEM_20150317_003879	中央広告
ITEM_20150317_003880	王国軍が配った広告
ITEM_20150317_003881	霜の核
ITEM_20150317_003882	カリス騎士団が強力に要求した石化の霜の研究材料
ITEM_20150317_003883	新兵募集文
ITEM_20150317_003884	王国軍の名誉と誇りについて書いた長文の広告
ITEM_20150317_003885	司祭の資料
ITEM_20150317_003886	司祭が集めた資料
ITEM_20150317_003887	デュマロの後ろ足の肉
ITEM_20150317_003888	デュマロの部位の中で食べられる肉が最も多い部分
ITEM_20150317_003889	皮の表
ITEM_20150317_003890	フォーマインアーマーの材料
ITEM_20150317_003891	葉茎の肩甲
ITEM_20150317_003892	皮の裏
ITEM_20150317_003893	皮の胸当て
ITEM_20150317_003894	硬い根
ITEM_20150317_003895	ビックレッドケッピーの硬い根。
ITEM_20150317_003896	ケッピーの歯
ITEM_20150317_003897	レッドケッピーの歯。 
ITEM_20150317_003898	ユコプス皮
ITEM_20150317_003899	ユコプスの皮
ITEM_20150317_003900	ゴブリン皮
ITEM_20150317_003901	ゴブリンの皮
ITEM_20150317_003902	ヒュージゾーレムから手に入れた鍵。どうか宝箱の鍵でありますように…。
ITEM_20150317_003903	背コケ
ITEM_20150317_003904	モンスターの背中に生えたコケ。汚いが水分を含んでいる。
ITEM_20150317_003905	経典
ITEM_20150317_003906	大聖堂へ向かう巡礼者なら誰もが持っている経典。
ITEM_20150317_003907	試験用霊魂の試薬
ITEM_20150317_003908	グラチウスがくれた試験用霊魂の試薬。モンスターに気付かれないよう、こっそりかけるのがポイント。
ITEM_20150317_003909	モンスターの冷たい体液
ITEM_20150317_003910	モンスターからたまに入手できる冷たい体液
ITEM_20150317_003911	テオフィリスのカバン
ITEM_20150317_003912	テオフィリスの道具が入ったカバン
ITEM_20150317_003913	絵の切れ端*
ITEM_20150317_003914	モンスターが飲み込んでいた紙切れ。誰かの肖像画の一部。
ITEM_20150317_003915	空っぽの額縁*
ITEM_20150317_003916	兵士の遺品
ITEM_20150317_003917	鉱山の村を最後まで守ろうとして命を落とした兵士たちの遺品
ITEM_20150317_003918	鉱山の村の食糧
ITEM_20150317_003919	鉱山の村からゴブリンたちが奪い取っていった食糧。数が少し減っている。
ITEM_20150317_003920	ウッドバックラー用板
ITEM_20150317_003921	ペルタスト側に協力してもらうために必要な盾の部品。
ITEM_20150317_003922	司祭の研究書
ITEM_20150317_003923	言伝の聖物
ITEM_20150317_003924	聖なる力探知玉
ITEM_20150317_003925	標本
ITEM_20150317_003926	大聖堂のもの
ITEM_20150317_003927	司祭の研究結果
ITEM_20150317_003928	恩恵の聖物
ITEM_20150323_003929	サンドイッチのパン
ITEM_20150323_003930	サンドイッチのチーズ
ITEM_20150323_003931	サンドイッチのハム
ITEM_20150323_003932	スプーン
ITEM_20150323_003933	サラダ
ITEM_20150323_003934	サラダセット
ITEM_20150323_003935	スープセット
ITEM_20150323_003936	サンドイッチ
ITEM_20150323_003937	スープ
ITEM_20150323_003938	コバルトの森クエストのコリメンシアから獲得できます。
ITEM_20150323_003939	セプティニーの谷クエストのマージから獲得できます。
ITEM_20150323_003940	サフィエネックレスを作る材料です。シルドゲラの森のリカウスから獲得できます。
ITEM_20150323_003941	サフィエネックレスを作る材料です。クバイラスの森のブランブルから獲得できます。
ITEM_20150323_003942	ラムスティス峡谷のヒュージゾーレムから獲得できます。
ITEM_20150323_003943	アクメンスの尾根のデスストーカーから獲得できます。
ITEM_20150323_003944	エサンチウ村のユニコーンから獲得できます。
ITEM_20150323_003945	エサンチウ村のリーヴァピードから獲得できます。
ITEM_20150323_003946	フェディミアン外郭のデビルグローブから獲得できます。
ITEM_20150323_003947	フェディミアン外郭のモアから獲得できます。
ITEM_20150323_003948	空のフラスコです。液体を入れて保管できます。アルケミストマスターから購入できます。
ITEM_20150323_003949	カルサイト
ITEM_20150323_003950	魔法の作用を促進する触媒です。アルケミストたちがよく使います。
ITEM_20150323_003951	修理キット
ITEM_20150323_003952	装備を修理するのに必要な道具が入っています。スクワイアマスターから購入できます。
ITEM_20150323_003953	グリザードンの皮
ITEM_20150323_003954	ガロックの牙
ITEM_20150323_003955	イノームの黒い粉
ITEM_20150323_003956	グリザードンの丈夫な皮
ITEM_20150323_003957	ガロックの毛
ITEM_20150323_003958	サッパーマスターの実験に必要な材料。火が付きやすい。
ITEM_20150323_003959	ホグマシャーマンの牙
ITEM_20150323_003960	ホグマガードの牙
ITEM_20150323_003961	ラムスティス峡谷の封印を解除するのに必要な結晶
ITEM_20150323_003962	ポンデルの霊魂の結晶
ITEM_20150323_003963	パウンドの精神の結晶
ITEM_20150323_003964	シルドゲラの森地域を一目で見られる地図。所々に印がついている。
ITEM_20150323_003965	ホグマシャーマンの血
ITEM_20150323_003966	エレメンタリストマスターが資格を証明するために要求した材料
ITEM_20150323_003967	ホグマガードの血
ITEM_20150323_003968	ボスホグマの血
ITEM_20150323_003969	ビエタ渓谷のブラックマイズを気絶させる麻痺の粉
ITEM_20150323_003970	澄んだ音の出る木
ITEM_20150323_003971	フィッシャーマンの釣竿
ITEM_20150323_003972	フィッシャーマンが大事にしている木製の釣竿。この中に澄んだ音の出る木があるらしい。叩いて確認してみよう。
ITEM_20150323_003973	ブルーポンデルの骨
ITEM_20150323_003974	ブラックパウンドの内臓
ITEM_20150323_003975	パウフィスの渡し場の異常現象を記録した報告書。
ITEM_20150323_003976	ルクソナ市場のミノタウロスから手に入れた巨大な牙
ITEM_20150323_003977	よく燃える石材
ITEM_20150323_003978	フレッチャーマスターが教えの報酬として要求した石材。
ITEM_20150323_003979	ネザーボバインの鋭い牙
ITEM_20150323_003980	モンクマスターが誓いの証拠として要求した牙。
ITEM_20150323_003981	石化した都市のベルクティ広場にだけ出没するモンスターの爪
ITEM_20150323_003982	石化した都市にあるベルクティ広場で活動中のディーコ盗掘団が盗んだ盗品です。盗んだものを石化した都市のもののように見せかけるため、石化の霜の中に置きました。
ITEM_20150323_003983	石化した都市のベルクティ広場にいる警備兵たちに紛れ込んだ盗掘師ベンジャミナスを探し出すための暗号が刻まれた瓶
ITEM_20150323_003984	石化した都市にあるベルクティ広場のモンスターたちから手に入れた香る石の粉
ITEM_20150323_003985	モンスターの肉の塊
ITEM_20150323_003986	軟らかい葉
ITEM_20150323_003987	大又の道でよく見かける雑草の軟らかい葉。食用らしいが、人間の口には合わなそうだ。
ITEM_20150323_003988	ルーツクリスタルのコア
ITEM_20150323_003989	祭壇路で巡礼者たちを殺したモンスターを見分けるための薬。
ITEM_20150323_003990	赤褐の木の単層林にある祝福の聖地が全て表示された地図。{nl}右クリックすると地図が表示されます。使用後は起源の森を通る他の巡礼者たちのために回収箱に入れておいてください。{nl}回収箱の位置: アプシメスティー交差路への通り道。
ITEM_20150323_003991	起源の森の汚染された聖地を浄化するためにプリーストマスターからもらった聖水。
ITEM_20150323_003992	起源の森の壊れた女神像を修理する時に使われると言う石膏の粉。
ITEM_20150323_003993	起源の森の小川に流れる水。
ITEM_20150323_003994	起源の森のアシから摘み取ったアシの花。
ITEM_20150323_003995	アシの樹液の結晶
ITEM_20150323_003996	アシに寄生しているツリーアンブロがアシの樹液を吸って固めた結晶
ITEM_20150323_003997	小さな肖像画
ITEM_20150323_003998	母のハンカチ
ITEM_20150323_003999	アプシメスティー交差路の切られた木から手に入れた樹液。
ITEM_20150323_004000	聖なる木が描かれた石の上段部。
ITEM_20150323_004001	聖なる木が描かれた石の中央部。
ITEM_20150323_004002	聖なる木が描かれた石の下段部。
ITEM_20150323_004003	ハニカムの欠片
ITEM_20150323_004004	メイバーンの1つ目の鍵。5個の鍵を全て集めると啓示に接近できるらしい。
ITEM_20150323_004005	石化した都市のルクソナ市場で石化の霜によって石化した警備兵達の遺品
ITEM_20150323_004006	下処理した木材
ITEM_20150323_004007	耕作地の木材
ITEM_20150323_004008	かかしにするのにちょうど良い厚みと長さの木材。すごいかかしを作るらしい。
ITEM_20150323_004009	固まった呪いの気
ITEM_20150323_004010	呪いの気が固まったもの。モンスターが死ぬ時に吐き出した。
ITEM_20150323_004011	元々はアウステヤ祭壇に飾られていた象徴。モンスターの攻撃により、砕けてしまった。
ITEM_20150323_004012	ドルケの荷物
ITEM_20150323_004013	商人ドルケが失くした荷物。中には雑多な生活用品が入っている。
ITEM_20150323_004014	メイバーンの2つ目の鍵。5個の鍵を全て集めると啓示に接近できるらしい。
ITEM_20150323_004015	メイバーンの3つ目の鍵。5個の鍵を全て集めると啓示に接近できるらしい。
ITEM_20150323_004016	メイバーンの4つ目の鍵。5個の鍵を全て集めると啓示に接近できるらしい。
ITEM_20150323_004017	メイバーンの5つ目の鍵。5個の鍵を全て集めると啓示に接近できるらしい。
ITEM_20150323_004018	霊力の証
ITEM_20150323_004019	これがあればベイニカ祭壇に魔力を供給できる。長い年月の間に全ての魔力を放出してしまった。
ITEM_20150323_004020	混濁した溶媒
ITEM_20150323_004021	何かが混ざったような濁った液体。これを溶媒と呼べるのだろうか？
ITEM_20150323_004022	ダラムが開発した新薬
ITEM_20150323_004023	これを飲めば邪悪な気に対抗できる力が手に入るらしいけど…モンスターで実験してみよう。
ITEM_20150323_004024	ツキアザミ
ITEM_20150323_004025	ナクティスの呪いを解くのに必要な薬剤
ITEM_20150323_004026	貪食の呪いを解く薬をたっぷり塗った肉。呪われた巡礼者に無理やり食べさせよう。
ITEM_20150323_004027	血がポタポタ垂れるモンスターの生肉
ITEM_20150323_004028	魔族の研究、変身編
ITEM_20150323_004029	魔族に変身する方法が書かれたとても古い文書。
ITEM_20150323_004030	魔族に変身できる魔術書を作るのに必要な材料。たくさん必要だ。
ITEM_20150323_004031	いつでも魔族に変身できる護符。ただし、材料に使われた魔族にしか変身できない。
ITEM_20150323_004032	呪いの魔将ナクティス
ITEM_20150323_004033	呪いとつながりのある魔将に関する文献。ナクティス関連の内容を深く掘り下げている。
ITEM_20150323_004034	ドルジェンの力作
ITEM_20150323_004035	ペルタストマスターに頼まれた材料
ITEM_20150323_004036	石化した都市のベルクティ広場で石化の霜に触れて石になってしまった花。外部では高値で取引されている。
ITEM_20150323_004037	モンスターの分泌腺
ITEM_20150323_004038	ブルッドの手下になったモンスターの分泌腺です。
ITEM_20150323_004039	ホーバークのふさふさしたたてがみ
ITEM_20150323_004040	ホーバークの従者たちがホーバークを裏切って奪ったホーバークの身体の一部。
ITEM_20150323_004041	クポル ノルガイラが魔族を尋問する時に使った玉です。
ITEM_20150323_004042	眠れるホーバークの封印の欠片
ITEM_20150323_004043	魔将ホーバークの切り裂かれた霊魂の一部です。
ITEM_20150323_004044	黄昏の星の鍵
ITEM_20150323_004045	女神ヴァカリネがクポル ジドローネのために自分の空間の権能を付与した水晶です。ジドローネによって人間にも使えるよう変換されました。
ITEM_20150323_004046	ホーバークの霊魂の欠片
ITEM_20150323_004047	ホーバークが自分の力を手下たちに分け与えるために作った宝石です。
ITEM_20150323_004048	黄昏の星の分光球
ITEM_20150323_004049	クポル ダイバが魔族を監視するために作った分光球です。使うと隠れているホーバークを見つけることができます！
ITEM_20150323_004050	黄昏の星のルーン
ITEM_20150323_004051	女神ヴァカリネの権能を宿したルーンです。魔族の霊魂を吸収します。
ITEM_20150323_004052	死刑囚の証
ITEM_20150323_004053	クポルたちが魔族収監所の悪質なモンスターたちに付与した死刑囚の証です。
ITEM_20150323_004054	ホーバーク封印の欠片
ITEM_20150323_004055	ホーバークの霊魂が封印されている欠片です。
ITEM_20150323_004056	クポルのネックレス
ITEM_20150323_004057	クポルたちが持っていたネックレスです。
ITEM_20150323_004058	転移の痕跡
ITEM_20150323_004059	魔族モンスターたちが転移の隙間を超えて来る時に手に入れた力の結晶です。
ITEM_20150323_004060	空っぽの霊魂
ITEM_20150323_004061	女神ヴァカリネがディオニスを回復させるために頼んだ空っぽの霊魂です。
ITEM_20150323_004062	人間の遺品
ITEM_20150323_004063	魔族収監所に立ち入って魔族の手にかかった人間たちの遺品です。
ITEM_20150323_004064	星の証
ITEM_20150323_004065	凶暴化したディオニスから落ちたディオニスの魔力の結晶です。
ITEM_20150323_004066	ディオニスが魔族を攻撃した時に刺さった爪
ITEM_20150323_004067	魔族の歯
ITEM_20150323_004068	クポル シギタに頼まれて魔族収監所第4区域の魔族を退治し、手に入れました。
ITEM_20150323_004069	フォーマインアーマーの材料。胸を守る部分だ。
ITEM_20150323_004070	フォーマインアーマーの材料。肩を守ってくれる。
ITEM_20150323_004071	フォーマインアーマーの材料。背中にあてる部分だ。
ITEM_20150323_004072	フォーマインアーマーの材料。腰をぐるっと包み込む部分だ。
ITEM_20150323_004073	焚きつけ
ITEM_20150323_004074	モンスター持っていた焚きつけ。普通の木よりも乾いているので火が消えにくい。
ITEM_20150323_004075	モンスターから稀に手に入る冷たい体液。これで祭壇を冷やそう。
ITEM_20150323_004076	テオフィリスのカバン
ITEM_20150323_004077	絵の切れ端
ITEM_20150323_004078	空っぽの額縁
ITEM_20150323_004079	フェディミアン外郭のワープ呪文書
ITEM_20150323_004080	水晶渓谷にいるパードナーマスターの前までワープさせてくれる呪文書。聖地に問題が起きた時だけ使えるので、無理な買い溜めはお勧めしません。
ITEM_20150323_004081	丈夫な紐
ITEM_20150323_004082	モンスターから手に入れた丈夫な紐。何かを結ぶ時に使えそうだ。
ITEM_20150323_004083	誰かが草の山に隠した乾パン。
ITEM_20150323_004084	デスストーカーの毒液
ITEM_20150323_004085	デスストーカーから抽出した毒液。
ITEM_20150323_004086	スイートハーブ
ITEM_20150323_004087	スイートハーブの葉。苦い薬を飲む時に一緒に飲むと良さそうだ。
ITEM_20150323_004088	滋養強壮剤
ITEM_20150323_004089	領主がくれた原液をデスストーカーの毒で割った滋養強壮剤。
ITEM_20150323_004090	食べかけのおやつ
ITEM_20150323_004091	マリュスがくれたおやつ
ITEM_20150323_004092	腐ったおやつ
ITEM_20150323_004093	腐ってしまったおやつ。
ITEM_20150323_004094	まだ新鮮なおやつ
ITEM_20150323_004095	痛んでおらず、新鮮さを維持しているおやつ
ITEM_20150323_004096	立派なカブ
ITEM_20150323_004097	畑から収穫したばかりの新鮮なカブ。何の異常も無く育ったようだ。
ITEM_20150323_004098	雑に切った木材
ITEM_20150323_004099	農場に放置されている荷車や木箱から取った質の悪い木材。適当につなげば何か作れそうな気もする。
ITEM_20150323_004100	男爵がくれたシャーマンドール
ITEM_20150323_004101	男爵がアルナスに与えたというシャーマンドール。これを魔法陣で燃やせば、おかしな気が消えるらしい。
ITEM_20150323_004102	一つ目の空瓶
ITEM_20150323_004103	見習い魔術師がくれた空瓶。色々と使えそうだ。
ITEM_20150323_004104	モンスターの気が詰まった瓶
ITEM_20150323_004105	モンスターの気が詰まった瓶。
ITEM_20150323_004106	イエローエルムの邪悪な気
ITEM_20150323_004107	イエローエルムの邪悪な気が1/3入った瓶
ITEM_20150323_004108	イエローエルムの邪悪な気が2/3入った瓶
ITEM_20150323_004109	イエローエルムの邪悪な気がいっぱいに詰まった瓶
ITEM_20150323_004110	ケポシードの邪悪な気
ITEM_20150323_004111	ケポシードの邪悪な気が1/3入った瓶
ITEM_20150323_004112	ケポシードの邪悪な気が2/3入った瓶
ITEM_20150323_004113	ケポシードの邪悪な気がいっぱいに詰まった瓶
ITEM_20150323_004114	二つ目の空瓶
ITEM_20150323_004115	毒薬の瓶
ITEM_20150323_004116	モンスターの毒液を集めたものだと言って見習い魔術師のリマスがくれた瓶。
ITEM_20150323_004117	小さな石像の頭
ITEM_20150323_004118	小さな石像の頭の部分。
ITEM_20150323_004119	小さな石像の上半身
ITEM_20150323_004120	小さな石像の上半身の部分。
ITEM_20150323_004121	小さな石像の下半身
ITEM_20150323_004122	小さな石像の下半身の部分。
ITEM_20150323_004123	小さな石像の翼
ITEM_20150323_004124	小さな石像の翼の部分。
ITEM_20150323_004125	先の丸い木の欠片
ITEM_20150323_004126	ウッドハンマーの頭の部分に使う木の欠片。
ITEM_20150323_004127	棒形の木の欠片
ITEM_20150323_004128	ウッドハンマーの柄の部分に使う木の欠片。
ITEM_20150323_004129	ウッドハンマー★
ITEM_20150323_004130	木の酒樽を開くのに使う木のハンマー。雑に作られているので、耐久性は低そうだ。
ITEM_20150323_004131	べたつく液体
ITEM_20150323_004132	モンスターが死ぬ時に吐き出したべたつく液体。粘度が高いので接着剤に使えそうだ。
ITEM_20150323_004133	何かの種
ITEM_20150323_004134	モンスターから手に入れた何かの種。
ITEM_20150323_004135	ビタードリンク
ITEM_20150323_004136	ビタードリンク。苦い。
ITEM_20150323_004137	ウッドスティック
ITEM_20150323_004138	周辺の垣根などから取った木の棒。
ITEM_20150323_004139	石の塊
ITEM_20150323_004140	モンスターから手に入れた硬い石の塊
ITEM_20150323_004141	モンスターの毒壺。
ITEM_20150323_004142	満タンの毒壺
ITEM_20150323_004143	モンスターの毒がいっぱいに入った壺。
ITEM_20150323_004144	カラスキ★
ITEM_20150323_004145	カラスキ
ITEM_20150323_004146	クワ★
ITEM_20150323_004147	クワ
ITEM_20150323_004148	スキ★
ITEM_20150323_004149	スキ
ITEM_20150323_004150	ツルハシ★
ITEM_20150323_004151	ツルハシ
ITEM_20150323_004152	クマデ★
ITEM_20150323_004153	クマデ
ITEM_20150323_004154	ホラチウスの自筆推薦書
ITEM_20150323_004155	ホラチウスが書いてくれた推薦書。疑い深い農民を説得する時に使う。
ITEM_20150323_004156	根っこごと抜かれたタンポポ
ITEM_20150323_004157	根っこから丸ごと抜かれたタンポポ。根と葉は食用や薬剤として使われる。苦みを取るのがコツ。
ITEM_20150323_004158	モンスターの肉
ITEM_20150323_004159	モンスターから採取したばかりの新鮮な肉。
ITEM_20150323_004160	よく乾かした干し肉★
ITEM_20150323_004161	乾燥機でしっかり乾かしたカリカリの干し肉。
ITEM_20150323_004162	モンスターから手に入れた硬い石の塊。これで封印の魔法陣を割れるらしい。
ITEM_20150323_004163	種の袋
ITEM_20150323_004164	モンスターが盗んで行った種の袋。
ITEM_20150323_004165	肉の塊
ITEM_20150323_004166	何の肉だったか分からない肉の塊。
