SKILL_20150317_000001	攻撃
SKILL_20150714_004297	[バタフライ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004298	[スワッシュバックリング]が活性化している間、キャラクターの最大HPが特性レベル1につき5%アップします。
SKILL_20150714_004299	[アンボブロー]に被撃した敵が特性レベル1につき5%の確率でスタン状態になります。
SKILL_20150714_004300	[シールドロブ]にスプラッシュが特性レベル1につき1追加されます。
SKILL_20150714_004301	[盾着用]時、ブロックが特性レベル1につき5%アップします。
SKILL_20150714_004302	盾着用時に、Cボタンで[ガード]を使用できます。
SKILL_20150714_004303	[アンボブロー]を受けた敵がノックバックします。ノックバックさせる力は特性レベル1につき40アップします。
SKILL_20150714_004304	[ハイガード]中に防御力が特性レベル1につき1ずつアップします。
SKILL_20150714_004305	ハイガード：リムブロー特化
SKILL_20150714_004306	[ハイガード]中は[リムブロー]のダメージが250%になります。 2レベルからダメージが特性レベル1につき20%ずつアップします。
SKILL_20150714_004307	ハイガード：アンボブロー特化
SKILL_20150714_004308	[ハイガード]中は[アンボブロー]のダメージが250%になります。2レベルからダメージが特性レベル1につき20%ずつアップします。
SKILL_20150714_004309	ガーディアン：回避
SKILL_20150714_004310	[ガーディアン]が活性化している間はキャラクターの回避が特性レベル1につき6%アップします。
SKILL_20150714_004311	[カーターストローク]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004312	[クラウン]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004313	[ワゴンホイール]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004314	[ムリネ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004315	スカルスウィング：強化
SKILL_20150714_004316	[スカルスウィング：強化]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004317	[カーターストローク]の押す力が特性レベル1につき50アップします。
SKILL_20150714_004318	[クラウン]で敵の知能、精神をダウンさせる数値が特性レベル1につき2%アップします。
SKILL_20150714_004319	[両手剣]着用時、クリティカル攻撃力が特性レベル1につき10%アップします。
SKILL_20150714_004320	[ムリネ]のクリティカル率が特性レベル1につき10%アップします。
SKILL_20150714_004321	[クロスガード]で阻まれた敵が硬直する時間を延長します。特性レベル1につき1秒アップします。
SKILL_20150714_004322	[カーターストローク]で押される敵は1レベル当たりの物理ダメージの50%の追加ダメージを受けます。
SKILL_20150714_004323	[スカルスウィング]を受けた敵は、ジャンプ不可状態が持続します。持続時間は特性レベル1につき3秒アップします。
SKILL_20150714_004324	[スタビング]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004325	[シンクロスラスト]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004326	[ピアス]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004327	[ロングストライド]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004328	[ジャベリン]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004329	[スタビング]で敵を攻撃している間、回避が特性レベル1につき5%アップします。
SKILL_20150714_004330	[ピアス]を受けた敵が特性レベル1につき2%の確率で5秒間[出血]状態になります。
SKILL_20150714_004331	[シンクロスラスト]の打撃ダメージが特性レベル1につき10%ダウンし、突きダメージが特性レベル1につき20%アップします。
SKILL_20150714_004332	ロングストライド：待機時間減少
SKILL_20150714_004333	[ロングストライド]のクールタイムが減少します。
SKILL_20150714_004334	ジャベリン：拘束
SKILL_20150714_004335	[ジャベリン]を受けた敵は一定の確率で7秒間拘束状態になります。確率は特性レベル1につき15%アップします。
SKILL_20150714_004336	[インバウエル]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004337	[ストンピングキック]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004338	[ウォークライ]で防御力がダウンする敵の数が特性レベル1につき1アップします。
SKILL_20150714_004339	[ウォークライ]の持続時間が特性レベル1につき2秒アップします。
SKILL_20150714_004340	[サヴェッジリー]のクリティカル率が特性レベル1につき5%アップします。
SKILL_20150714_004341	フレンジー：重複維持
SKILL_20150714_004342	[フレンジー]の重複が他の敵を攻撃する時にも維持されますが、最大重複量は1/2に減少します。
SKILL_20150714_004343	アグレッサー：会心攻撃
SKILL_20150714_004344	[アグレッサー]が活性化している間、キャラクターのクリティカル攻撃力が物理攻撃力に比例して追加されます。追加数値は特性レベル1につき35%アップします。
SKILL_20150714_004345	パウンシング：強化
SKILL_20150714_004346	[パウンシング]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004347	[シールドチャージ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004348	[モンタノ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004349	[タージスマッシュ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004350	[シールドプッシュ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004351	[氷結]、[石化]した敵を[タージスマッシュ]で攻撃すると、特性レベル1につき20%追加ダメージを与えます。
SKILL_20150714_004352	[モンタノ]が対象を10秒間[スロー]状態にします。[スロー]持続時間は特性レベル1につき小型モンスター/中型モンスター/大型モンスターに対しそれぞれ3秒/2秒/1秒ずつアップします。
SKILL_20150714_004353	シューティングスター：強化
SKILL_20150714_004354	[シューティングスター]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004355	スリザリング：強化
SKILL_20150714_004356	[スリザリング]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004357	シールドプッシュ：持続時間
SKILL_20150714_004358	[シールドプッシュ]で適用されるアンバランス状態の持続時間が特性 レベル1につき1秒ずつアップします。
SKILL_20150714_004359	[インペイラー]のダメージが、特性レベル1につき1%アップします。
SKILL_20150714_004360	[アースウェーブ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004361	[スティードチャージ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004362	[ドゥームスパイク]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004363	[ラッシュ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004364	アースウェーブ：大地属性
SKILL_20150714_004365	[アースウェーブ]の打撃に大地属性を付与します。
SKILL_20150714_004366	スティードチャージ：クリティカル
SKILL_20150714_004367	スロー状態の敵に[スティードチャージ]がクリティカルで適用されます。
SKILL_20150714_004368	[武器メンテナンス]の回数が特性レベル1につき1ずつアップします。
SKILL_20150714_004369	[防具メンテナンス]の回数が特性レベル1につき1ずつアップします。
SKILL_20150714_004370	[キッチン]のサラダの維持時間が特性レベル1につき1分ずつアップします。
SKILL_20150714_004371	[キッチン]のサンドイッチの維持時間が特性レベル1につき1分ずつアップします。
SKILL_20150714_004372	[キッチン]のスープの維持時間が特性レベル1につき1分ずつアップします。
SKILL_20150714_004373	[キッチン]のヨーグルトの維持時間が特性レベル1につき1分ずつアップします。
SKILL_20150714_004374	アレスト：防御力弱化
SKILL_20150714_004375	敵が[アレスト]にかかっている間、物理防御力が特性レベル1につき10%ダウンします。
SKILL_20150714_004376	リペア：サービス
SKILL_20150714_004377	[リペア]で装備を修理する時、特性レベル1につき5%の確率で超過修理量が2倍になります。
SKILL_20150714_004378	[キールハウリング]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004379	[キールハウリング]を受けた敵は5秒間[出血]状態になります。[出血]の持続時間は特性レベル1につき1秒ずつアップします。
SKILL_20150714_004380	アイアンフック：チェーン
SKILL_20150714_004381	[アイアンフック]を最大3名の敵に順番に投げます。複数名を捕らえる代わりに[キールハウリング]は使用できなくなります。
SKILL_20150714_004382	ルーティング：持続時間
SKILL_20150714_004383	[ルーティング]の持続時間が特性レベル1につき1秒アップします。
SKILL_20150714_004384	ファランクス：スロー
SKILL_20150714_004385	[ファランクス]陣営の時、敵の攻撃がブロックされるとその敵はスロー状態になります。 スロー持続時間は特性レベル1につき4秒アップします。
SKILL_20150714_004386	テルシオ：フォーメーション変更
SKILL_20150714_004387	[テルシオ]の陣形を変更します。 4番と6番の位置が中央から遠くなります。
SKILL_20150714_004388	ウィング：フォーメーション変更
SKILL_20150714_004389	[ウィング]の陣形を変更します。 より深く誘引する形になります。
SKILL_20150714_004390	シルトロン：ヒーリングタイム
SKILL_20150714_004391	[シルトロン]陣形の時、部隊員たちのHP回復時間が特性レベル1につき2秒減少します。
SKILL_20150714_004392	テストゥード：移動適応
SKILL_20150714_004393	[テストゥード]の陣形に変更する時、部隊員たちの移動速度が特性レベル1につき5%ダウン量が減ります。
SKILL_20150714_004394	[サイクロン]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004395	[モルトシュラーク]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004396	[パニッシュ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004397	クロース防具の敵に[モルトシュラーク]で攻撃すると、ダメージがクリティカルになります。
SKILL_20150714_004398	[ペインバリア]使用中、移動速度が特性レベル1につき5%アップしますが、回避が特性レベル1につき10%ダウンします。
SKILL_20150714_004399	[エナジーボルト]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004400	特性レベル1につき[リフレクトシールド]の反射ダメージが追加され、それにより被撃ダメージがダウンします。
SKILL_20150714_004401	[アースクエイク]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004402	[マジックミサイル]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004403	[クイックキャスト]が活性化している間、次の攻撃の魔法ダメージが特性レベル1につき10%アップします。
SKILL_20150714_004404	スリープ：持続時間
SKILL_20150714_004405	[スリープ]の持続時間が特性レベル1につき1秒ずつアップします。
SKILL_20150714_004406	[ファイアボール]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004407	[ファイアウォール]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004408	[フレア]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004409	[ファイアピラー]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004410	[ヘルブレス]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004411	[ファイアボール]を受けた敵は特性レベル1につき10%の確率で5秒間火炎ダメージを受けます。
SKILL_20150714_004412	[ファイアウォール]上に見方が登ると5秒間炎属性の攻撃力が特性レベル1につき5アップします。
SKILL_20150714_004413	[ヘルブレス]を受けた敵が特性レベル1につき10%の確率で押されます。
SKILL_20150714_004414	[エンチャントファイア]の範囲内に敵がいると、敵の炎属性抵抗が5秒間特性レベル1につき10%ダウンします。
SKILL_20150714_004415	[スタッフ]系武器着用時、キャラクターの炎属性の攻撃力が特性レベル1につき3アップします。
SKILL_20150714_004416	フレア：追加ダメージ
SKILL_20150714_004417	クロース防御タイプの敵に[フレア]ダメージが特性レベル1につき10ずつ追加されます。
SKILL_20150714_004418	[アイスボルト]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004419	[アイスパイク]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004420	[アイスブラスト]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004421	[スノーローリング]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004422	[アイスボルト]を受けた敵が[氷結]する確率が特性レベル1につき、10%アップします。
SKILL_20150714_004423	[ガスト]で押し退けられた敵は魔法攻撃力の50%のダメージを受けます。
SKILL_20150714_004424	[ロッド]着用時、キャラクターの氷属性の攻撃力が特性レベル1につき3アップします。
SKILL_20150714_004425	アイスウォール：クリオライト
SKILL_20150714_004426	[アイスウォール]が消える時、特性レベル1につき1%の確率でクリオライトをドロップします。
SKILL_20150714_004427	サブゼロシールド：持続時間
SKILL_20150714_004428	[サブゼロシールド]に適用される氷結の持続時間が特性レベル1につき1秒ずつアップします。
SKILL_20150714_004429	アイスブラスト：追加ダメージ
SKILL_20150714_004430	レザー防御タイプの敵に[アイスブラスト]ダメージが特性レベル1につき10ずつ追加されます。
SKILL_20150714_004431	クリオマンサー：氷結特化
SKILL_20150714_004432	クリオマンサーのスキルで氷結した敵は雷属性の攻撃で特性レベル1につき10%追加ダメージを受けます。
SKILL_20150714_004433	[テレキネシス]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004434	[サイキックプレッシャー]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004435	[マグネティックフォース]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004436	敵が[サイキックプレッシャー]を受けるたびに、特性レベル1につき10%の確率で1秒間[スタン]状態になります。
SKILL_20150714_004437	[グラビティポール]使用中、回避が特性レベル1につき10%アップします。
SKILL_20150714_004438	[マグネティックフォース]を受けた敵は特性レベル1につき5%の確率で1秒間[スタン]状態になります。
SKILL_20150714_004439	[グラビティポール]で引っ張られる敵の物理防御力が特性レベル1につき5%ダウンします。
SKILL_20150714_004440	スワップ：フレンドリー
SKILL_20150714_004441	[スワップ]が敵軍ではなく味方を対象に適用されます。
SKILL_20150714_004442	ハングマンズノット：ダメージ追加
SKILL_20150714_004443	[ハングマンズノット]を受けた敵は特性レベル1につきキャラクターの魔法ダメージの20%追加ダメージを受けます。
SKILL_20150714_004444	アンビリカルコード：残存防御
SKILL_20150714_004445	[アンビリカルコード]を使用すると、物理防御力が特性レベル1につき10%残ります。
SKILL_20150714_004446	[スピリチュアルチェーン]スキルの持続時間が特性レベル1につき1秒アップします。
SKILL_20150714_004447	[アンバインド]で連結が解除される敵はダメージを受けます。攻撃力は特性レベル1につき魔法攻撃力の10%ずつアップします。
SKILL_20150714_004448	ジョイントペナルティ：雷
SKILL_20150714_004449	[ジョイントペナルティ]を受けた敵は雷属性の攻撃で特性レベル1につき10%追加ダメージを受けます。
SKILL_20150714_004450	ジョイントペナルティ：毒
SKILL_20150714_004451	[ジョイントペナルティ]を受けた敵は毒属性の攻撃で特性レベル1につき10%追加ダメージを受けます。
SKILL_20150714_004452	ジョイントペナルティ：大地
SKILL_20150714_004453	[ジョイントペナルティ]を受けた敵は大地属性の攻撃で特性レベル1につき10%追加ダメージを受けます。
SKILL_20150714_004454	[スウェルボディ]で大型化した敵の移動速度が特性レベル1につき10%ダウンし、物理、魔法攻撃力が特性レベル1につき5%アップします。
SKILL_20150714_004455	[シュリンクボディ]で小型化した敵の移動速度が特性レベル1につき5%アップし、物理、魔法攻撃力が特性レベル1につき10%ダウンします。
SKILL_20150714_004456	[スウェルボディ]で大きさが変わるたびに、特性レベル1につき魔法攻撃力の30%のダメージを与えます。
SKILL_20150714_004457	[シュリンクボディ]で大きさが変わるたびに、特性レベル1につき魔法攻撃力の30%のダメージを与えます。
SKILL_20150714_004458	スウェルレフトアーム：シュリンクボディ特化
SKILL_20150714_004459	[スウェルレフトアーム]が活性化している時、[シュリンクボディ]状態の敵を攻撃すると特性レベル1につき35の追加ダメージを与えます。
SKILL_20150714_004460	スウェルレフトアーム：スウェルボディ特化
SKILL_20150714_004461	[スウェルレフトアーム]が活性化している時、[スウェルボディ]状態の敵を攻撃すると攻撃力弱化状態が持続します。持続時間は特性レベル1につき8秒アップし、攻撃力弱化は最大10まで重複されます。
SKILL_20150714_004462	スウェルライトアーム：素早さ
SKILL_20150714_004463	補助武器を装備していないか、補助武器が短剣または盾でない対象には命中と回避が特性レベル1につき6%アップします。
SKILL_20150714_004464	トランスフォーム：均衡
SKILL_20150714_004465	[トランスフォーム]使用時、知能と体力が入れ替わらず、知能と体力の平均値がそれぞれ適用されます。
SKILL_20150714_004466	リバーシ：スポリエーション専用
SKILL_20150714_004467	[リバーシ]使用時、味方のタイルを敵のものに変更します。周辺に敵がいる状態で発動します。
SKILL_20150714_004468	[プロミネンス]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004469	[ヘイル]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004470	[エレクトロキュート]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004471	[メテオ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004472	[エレクトロキュート]を[氷結]した敵に使用すると、特性レベル1につき魔法攻撃力の50%追加ダメージを与えます。
SKILL_20150714_004473	[ヘイル]で敵が攻撃されるたびに特性レベル1につき5%の確率で[氷結]状態になります。
SKILL_20150714_004474	[メテオ]チャージ中の回避が特性レベル1につき10アップします。
SKILL_20150714_004475	自分の炎、氷、雷属性の抵抗がが特性レベル1につき5アップします。
SKILL_20150714_004476	レイン：梅雨
SKILL_20150714_004477	一定の確率で[レイン]の持続時間が2倍になります。確率は特性レベル1につき5%アップします。
SKILL_20150714_004478	[サモンファミリア]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004479	[サモンファミリア]の使い魔が自爆する時に、特性レベル1につき1%の確率で周辺の敵にもダメージを与えます。
SKILL_20150714_004480	キャラクターのSP回復力が特性レベル1につき1ずつアップします。
SKILL_20150714_004481	アタックグラウンド：待機時間減少
SKILL_20150714_004482	[アタックグラウンド]のクールタイムが減少します。
SKILL_20150714_004483	ホールド：待機時間減少
SKILL_20150714_004484	[ホールド]のクールタイムが減少します。
SKILL_20150714_004485	サモンサラミオン：発火
SKILL_20150714_004486	敵がサラミオンに攻撃された時、一定の確率で10秒間火炎状態になります。 確率は特性レベル1につき2%アップします。
SKILL_20150714_004487	サモンサラミオン：黒化
SKILL_20150714_004488	敵がサラミオンに攻撃された時、一定の確率で10秒間暗黒状態になります。 確率は特性レベル1につき2%アップします。
SKILL_20150714_004489	[クイッケン]効果でクリティカル発生が特性レベル1につき5%アップし、回避が特性レベル1につき2%ダウンします。
SKILL_20150714_004490	[サムサラ]がかかった敵が死んで復活する時、特性レベル1につき1%の確率で二匹現れます。
SKILL_20150714_004491	[バックマスキング]使用後にアグロがかかった敵は特性レベル1につき2秒間[パニック]状態になります。
SKILL_20150714_004492	[ギャザーコープス]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004493	[フレッシュキャノン]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004494	[フレッシュフープ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004495	[フレッシュキャノン]を受けた敵は一定の確率で30秒間腐敗状態になります。 特性レベル1につき確率が5%ずつアップします。
SKILL_20150714_004496	クリエイトショゴス：腐敗
SKILL_20150714_004497	ショゴス付近にいる敵は10秒間腐敗状態になります。 この能力はショゴスが召喚されてから特性レベル1につき1分間持続します。
SKILL_20150714_004498	ディシンター：範囲アップ
SKILL_20150714_004499	[ディシンター]が適用される範囲がアップします。
SKILL_20150714_004500	[コンバスション]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004501	ディグ：待機時間減少
SKILL_20150714_004502	[ディグ]のクールタイムが減少します。
SKILL_20150714_004503	[アイテム覚醒]ダンジョンに参加した味方は30分間物理攻撃力と魔法攻撃力がアップします。攻撃力は特性レベル1につき20%アップします。
SKILL_20150714_004504	ティンクチャリング：ブロックアップポーション
SKILL_20150714_004505	[ティンクチャリング]で製造できるブロックアップポーションのレシピを獲得します。
SKILL_20150714_004506	ティンクチャリング：クリティカル攻撃力アップポーション
SKILL_20150714_004507	[ティンクチャリング]で製造できるクリティカル攻撃力アップポーションのレシピを獲得します。
SKILL_20150714_004508	ティンクチャリング：魔法増幅アップポーション
SKILL_20150714_004509	[ティンクチャリング]で製造できる魔法増幅アップポーションのレシピを獲得します。
SKILL_20150714_004510	[マルチショット]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004511	[フルドロー]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004512	[オブリークショット]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004513	[ヘビーショット]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004514	[ツインアロー]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004515	[マルチショット]のクリティカル率が特性レベル1につき1%アップします。
SKILL_20150714_004516	[ニーリングショット]状態でのクリティカル発生が特性レベル1につき2%アップします。
SKILL_20150714_004517	[スウィフトステップ]が活性化している時、[オブリークショット]を使用すると攻撃を受けた敵が特性レベル1につき5%の確率で[スロー]状態になります。
SKILL_20150714_004518	[スウィフトステップ]が活性化している時、自分のクリティカル発生が特性レベル1につき10%アップします。
SKILL_20150714_004519	[フルドロー]を受けた敵の物理防御力が特性レベル1につき2%ダウンします。
SKILL_20150714_004520	[バラージ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004521	[ハイアンカリング]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004522	[クリティカルショット]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004523	[タイムボムアロー]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004524	[バウンスショット]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004525	[バラージ]を受けた敵が特性レベル1につき10%の確率で押されます。
SKILL_20150714_004526	[バウンスショット]を受けた敵が特性レベル1につき3%の確率で[スロー]状態になります。
SKILL_20150714_004527	スパイラルアロー：弱点攻略
SKILL_20150714_004528	アーマーブレイク状態の的に[スパイラルアロー]の効果が適用された攻撃が一定の確率でクリティカルになります。 確率は特性レベル1につき10%アップします。
SKILL_20150714_004529	[スキャッターカルトロップ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004530	[ストーンショット]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004531	[ラピッドファイア]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004532	[ティアダウン]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004533	[スキャッターカルトロップ]の鉄びしの維持時間が特性レベル1につき1秒アップします。
SKILL_20150714_004534	[スキャッターカルトロップ]を踏むと、特性レベル1につき8%の確率で[出血]状態になります。
SKILL_20150714_004535	ティアダウン：彫像撤去
SKILL_20150714_004536	[ティアダウン]がティルトルビーの世界樹の彫刻を撤去できるようになります。
SKILL_20150714_004537	[ブルームトラップ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004538	[クレイモア]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004539	[パンジステイク]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004540	[デトネイトトラップ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004541	[スパイクシューター]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004542	[カーラーボム]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004543	[ブルームトラップ]の回転時間(秒)が特性レベル1につき0.2秒ダウンし、回転数が特性レベル1につき1ダウンします。
SKILL_20150714_004544	[クレイモア]のスプラッシュが特性レベル1につき1アップします。
SKILL_20150714_004545	[パンジステイク]で空中に浮いた敵が落ちて物理攻撃力の50%ダメージを受け、落ちた場所にいる敵も同じダメージを受けます。
SKILL_20150714_004546	[ポインティング]に当てられたモンスターは3秒ごとに特性レベル1につき5%の確率で[恐怖]状態になります。
SKILL_20150714_004547	[リトリーヴ]を受けた敵は防御力が特性レベル1につき10ダウンします。
SKILL_20150714_004548	[スナッチング]で地面に落ちた空中型モンスターは斬、打属性の攻撃で特性レベル1につき20%追加ダメージを受けます。
SKILL_20150714_004549	[プレイズ]でアップするコンパニオンの移動速度が特性レベル1につき5%アップします。
SKILL_20150714_004550	コーシング：精神瓦解
SKILL_20150714_004551	[コーシング]を受けた敵は魔法防御力が特性レベル1につき10ダウンします。
SKILL_20150714_004552	ハウンディング：混乱
SKILL_20150714_004553	[ハウンディング]で発見された敵が一定の確率で混乱状態になります。 確率は特性レベル1につき10%アップします。
SKILL_20150714_004554	[ニードルブロー]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004555	[ブローガン]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004556	[ポイズンポット]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004557	[解毒]で[毒]が解除されたキャラクターは特性レベル1につき2秒間[毒]が効かなくなります。
SKILL_20150714_004558	ブローガン：感染持続
SKILL_20150714_004559	[ブローガン]の宿主から感染した対象の感染持続時間が特性レベル1につき1秒アップします。
SKILL_20150714_004560	[ポイズンポット]の範囲から出ても特性レベル1につき2秒間[毒]が維持されます。
SKILL_20150714_004561	[ポイズンポット]の最大毒貯蔵量が特性レベル1につき10ずつアップします。
SKILL_20150714_004562	パラサイトスロー：生命力
SKILL_20150714_004563	一定の確率で[パラサイトスロー]で生まれた虫の生存時間が2倍になります。 確率は特性レベル1につき5%アップします。
SKILL_20150714_004564	[フルフル]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004565	[フレアショット]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004566	[アンディスタンス]の範囲内にいる味方の物理攻撃力が特性レベル1につき5%アップします。
SKILL_20150714_004567	[フルフル]の影響を受ける敵の数が特性レベル1につき1アップします。
SKILL_20150714_004568	カモフラージュ：ジャンプ可能
SKILL_20150714_004569	[カモフラージュ]中、キャラクターはジャンプが可能です。
SKILL_20150714_004570	スキャン：混乱
SKILL_20150714_004571	[スキャン]の範囲に入った敵は一定の確率で混乱状態になります。 確率は特性レベル1につき10%アップします。
SKILL_20150714_004572	[ヴェンデッタ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004573	[バックスタッブ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004574	[スニークヒット]の持続時間が特性レベル1につき2秒アップします。
SKILL_20150714_004575	バロー：ダメージ
SKILL_20150714_004576	[バロー]を解除する時、周辺に敵がいればその的に物理攻撃力のダメージを与えます。
SKILL_20150714_004577	ラクリメイター：範囲アップ
SKILL_20150714_004578	[ラクリメイター]が適用される範囲がアップします。
SKILL_20150714_004579	[ブロードヘッド]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004580	[ボドキンポイント]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004581	[バーブドアロー]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004582	[クロスファイア]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004583	[マジックアロー]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004584	[ボムアロー]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004585	[ブロードヘッド]を受けた敵の[出血]の持続時間が特性レベル1につき2秒アップします。
SKILL_20150714_004586	ボドキンポイント：防御ダウン
SKILL_20150714_004587	[ボドキンポイント]を受けた敵の防御力が特性レベル1につき2%追加でダウンします。
SKILL_20150714_004588	[マジックアロー]の炎を受けた敵は一定の確率で[サイレント]状態になります。 確率は特性レベル1につき10%ずつアップします。
SKILL_20150714_004589	[ルースト]の止まり木を維持できる距離特性レベル1につき20増えます。
SKILL_20150714_004590	コーリング：獲得
SKILL_20150714_004591	[コーリング]で戻って来る鷹が50%の確率でポーション、薬草などの消耗アイテムをくわえてきます。
SKILL_20150714_004592	ホバリング：持続時間
SKILL_20150714_004593	[ホバリング]の持続時間が特性レベル1につき3秒ずつアップします。
SKILL_20150714_004594	ホバリング：攻撃速度アップ
SKILL_20150714_004595	鷹が[ホバリング]で敵を攻撃する時のスピードが向上します。
SKILL_20150714_004596	[集中砲火]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004597	[カラコール]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004598	[リマソン]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004599	[リトリートショット]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004600	ガンマスタリ：命中
SKILL_20150714_004601	銃器類を装着している時、命中が特性レベル1につき30アップします。
SKILL_20150714_004602	[キュア]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004603	[ヒール]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004604	[鈍器]系武器で一般攻撃を行うと、攻撃を受けた敵は特性レベル1につき2%の確率でスタン状態になります。
SKILL_20150714_004605	[ヒール]を使用した時、特性レベル1につき2%の確率で自分も[ヒール]の効果を受けます。
SKILL_20150714_004606	[デプロテクテッドゾーン]の魔法陣の維持時間が特性レベル1につき1秒アップします。
SKILL_20150714_004607	セーフティゾーン：範囲アップ
SKILL_20150714_004608	[セーフティゾーン]が適用される範囲がアップします。
SKILL_20150714_004609	パトロンセイント：ダメージダウン
SKILL_20150714_004610	[パトロンセイント]が適用されたキャラクターが受けるダメージが特性レベル1につき5%減ります。
SKILL_20150714_004611	[ザイバス]のダメージが特性レベル1につき1%アップします。
